0,1,2,3,4,5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Henri Pousseur,Electronic experimental and microtonal 1953-1999,Racine dix-neuvième de huit-quarts,2010,TRAVLLM128F933067B,33UYVNAKDsizn02eSWwZYj,0.294,0.0186,0,-24.7,1,0.0462,0.95,0.82,0.1,0.0391,81.033,1131067
Kako,Kako,Mi Bomba,1997,TRAVMUT128F92F9857,1nsBQppW0KBV4I4EJCeCFo,0.654,0.383,2,-14.837,1,0.0951,0.527,0.00368,0.124,0.906,106.199,319267
Gene Chandler,Constellation of Rhythm & Blues,I Hate to Be the One to Say,2006,TRAVMYN12903CB58A2,5dv6aJhl3Q7yaSh3AmSTDi,0.746,0.411,1,-9.779,0,0.0506,0.623,0,0.163,0.929,124.518,147040
Jenney,Wohin dich die Sehnsucht führt,Ich vermiss dich (Radio Mix),2001,TRAVNKA128F42282D4,2Am32mmNQbUZjLVzat4bqs,0.675,0.77,7,-4.65,1,0.0367,0.321,0.00793,0.069,0.841,169.995,230720
Terje Lie,Urban Vacation,Crazy Groove,2010,TRAVNSS12903CAE1EF,4a76ZiSAzc4QSTEtAxx4Ga,0.702,0.572,6,-10.98,1,0.0729,0.29,0.83,0.322,0.602,97.981,267933
Parachute Band,Technicolor,Take Over,2008,TRAVNDK128F92E3F08,5n2y6GFBRdrBQeSXsorfCC,0.39,0.608,0,-4.432,1,0.0329,0.0327,0,0.121,0.147,144.022,272133
X-Raided,Bloc Bizniz,Liftoff,2010,TRAVNYY12903CA6AA3,3kmO4AEKKzEjTNePTGWsDB,0.78,0.826,8,-5.099,1,0.27,0.0145,0,0.353,0.384,86.001,281240
Blingtones,Sonneries Helium XXL,Torero,2010,TRAVNKY12903CCC5B3,7KOHMgN3hE2a1FO9P0Qxb9,0.7,0.0522,8,-8.123,1,0.0723,0.949,0.203,0.693,0.746,66.721,30015
Anthony Cruz,Down By The River,Missing You,2000,TRAVOFJ128F933DEA1,1PcC6pilovV7oDcKTfHE6k,0.614,0.606,1,-4.452,1,0.108,0.313,0,0.141,0.927,162.147,217760
Anthony Watson,I Love Being Single,I Love Being Single (club extended mix),2004,TRAVOJH12903CF3E86,2X5pLvDwrvqo7jPur4uI1D,0.826,0.699,1,-6.755,1,0.16,0.00467,0.00000348,0.0522,0.748,95.012,346267
Michelle Tumes,Very Best Of Michelle Tumes,Everywhere (Dream Album Version),2001,TRAVONG128F148A68D,4D6zTU9P0NXhsEradhTps0,0.615,0.737,0,-4.125,1,0.0272,0.123,0,0.127,0.403,124.099,227827
2 Minutos,Valentin Alsina,Valentin Alsina,2007,TRAVOLQ128F9322DB4,1j6bGlHlfBLXsi3HO8OohX,0.168,0.984,11,-3.868,0,0.16,0.0000538,0,0.304,0.536,172.497,97733
Nelson Ned,Selecao De Ouro Vol.2,Noche De Ronda,2007,TRAVOTJ128F1472926,07lkU43DOXfh6hA5pJTzwz,0.17,0.413,4,-4.592,1,0.0344,0.79,0,0.129,0.265,180.456,236453
Ray Davies,The Kinks Choral Collection By Ray Davies and The Crouch End Festival Chorus,Picture Book,2018,TRAVPQQ128F92F998A,4aDCjiSgE8TuuiuNvGvYYI,0.53,0.793,0,-8.253,1,0.0459,0.392,0.000158,0.817,0.655,124.632,150632
Diamond Rexx,Rexx Erected,Fire,2001,TRAVPUM128F422062C,2vfX5PFOZNc5hOdWuDbjp4,0.522,0.691,1,-7.417,1,0.0692,0.000714,0.232,0.236,0.832,101.882,181333
Poncho Sanchez,El Mejor,El Jamaiquino,1992,TRAVPYA128F92D944F,3Kvmacw59P2TtTImD7ESPp,0.71,0.472,0,-13.335,1,0.0608,0.225,0.0282,0.0375,0.81,126.487,339840
Marygold,Turned Left But Don't Know If It Was Right,To Leave The Building In Order To See What's Inside,2003,TRAVPKC128F424C826,3JW4JGbLobub1LnqGC6lJ1,0.553,0.846,0,-3.112,0,0.0346,0.0586,0.0611,0.115,0.524,96.868,227091
Delta 9,No Regrets,In The Void,2007,TRAVPNQ128F933F216,65aaLucPQJZQDXQDd5jBsz,0.38,0.976,9,-3.718,0,0.105,0.0000926,0.816,0.134,0.108,98.058,159760
FSTZ,Rogue Limited 01,Quickstep,2011,TRAVQEN12903CC828C,181TMXytH4YJ3JQlbMm1ns,0.779,0.633,9,-9.351,1,0.111,0.000802,0.359,0.523,0.185,140.045,303000
Edgar Bori,Fous les canards,À l'arraché,2009,TRAVQSW12903CE12F8,26hLLBVbfAn7Qyot9BZyzK,0.535,0.0857,9,-16.193,0,0.047,0.981,0.00229,0.132,0.142,74.919,276560
Alan Silvestri,Lara Croft Tomb Raider: Cradle Of Life,Not Meant To Be Found,2003,TRAVQER128F426FFDA,7errTYTxRka896g5ZGrIAx,0.608,0.589,6,-15.175,1,0.0708,0.365,0.92,0.141,0.33,100.723,45013
Montrose,Inertia,Down,2017,TRAVQWO128F429BC6B,2gVNHqgqYEgkgKrvdiD30K,0.512,0.703,9,-10.355,1,0.0318,0.0306,0.0000083,0.291,0.53,105.276,271853
Petrol,Dal Fondo,Ogni Silenzio,2008,TRAVRIX128F92E8629,3skJYDghMKg8CfrTjY7uaK,0.618,0.683,9,-7.387,0,0.0298,0.0132,0.0223,0.101,0.565,122.007,273280
John Wesley Ryles,Greatest Hits,Someday You Will,2009,TRAVRNN128F93234A9,3AhJ3p4Y0IbWFudt8ravlc,0.511,0.466,5,-12.054,1,0.0278,0.322,0,0.107,0.58,74.035,132343
Barbara Lusch,Surprisingly Good for You,Sentimental Journey,2006,TRAVRKK128F92F4F7D,3yG5jZCyxUXpTBb6eCZHtm,0.652,0.209,8,-12.618,1,0.057,0.748,0.00000116,0.0906,0.336,98.191,203640
David Arkenstone,Healing Waters,Reflections,2006,TRAVSQI128F4255127,7I7ISefmmFKMZxLMFUEBf6,0.551,0.534,7,-22.876,1,0.2,0.88,0.921,0.608,0.559,109.974,508987
The Tall Grass,Look Out Clouds_ Here We Come,Be & Flower,2006,TRAVSAW128F9339DF2,2nZLJgxCSx5lDcNsMzPdHO,0.627,0.063,9,-19.446,0,0.0376,0.897,0.0266,0.114,0.135,135.858,273733
Green and Yellow,Rock Forever,Sweet Child O' Mine (Alternate Mix),2006,TRAVSHM128F422C50D,1eaHPz3MoTt0CdUFmm0QBx,0.568,0.679,7,-10.774,1,0.0253,0.00126,0.000439,0.197,0.605,126.565,358787
Paul Glazby,Hostile / pH4,pH4,2019,TRAVTPN12903CAF3A4,0rAKzCuirjNDB7BLoY8Eio,0.669,0.995,7,-10.419,0,0.0776,0.00155,0.841,0.146,0.398,149.381,348267
Gregory Isaacs,The Mighty Morwells Presents Gregory Isaacs,Saddam,1991,TRAVTIM12903C95CE6,0CM63pOoRZSgUt0hQWfyMa,0.571,0.447,7,-13.353,1,0.306,0.00128,0.000178,0.0561,0.82,92.79,226893
Tigerstyle,Extended Play,Dhol Vajda,2001,TRAVTET128EF34EFB8,5fNbEcgDXb911mXIr5nF8o,0.674,0.945,1,-7.77,1,0.0594,0.22,0.0132,0.0595,0.98,169.912,351387
impulsonic,NEON,Beats are my Weapons,2008,TRAVTPF128F92D107E,3965Hpc4VFlpT5MDrONO3r,0.677,0.883,0,-6.561,1,0.0519,0.000619,0.232,0.43,0.828,128.992,395993
Krayzie Bone,Thugline Boss (Clean),Let It Burn,2007,TRAVTMG128F4262F39,1RMoJiuogSTFveAcHFRnWq,0.89,0.733,4,-5.164,0,0.314,0.247,0,0.126,0.533,99.988,174253
Ray Kane,Punahele,Nanea Kou Maka I Ka Le'ale'a,1994,TRAVUXG12903CE2D57,2L2m03YWrqVF92E0rR50MJ,0.497,0.181,6,-20.442,1,0.0343,0.869,0.314,0.11,0.0757,104.865,262467
The Tamperer,Feel It 09,Feel In The House,1998,TRAVUGT128F934D1F2,793cX4xYAYetJfwsbWYyvY,0.833,0.902,6,-6.115,0,0.0454,0.00432,0.84,0.0616,0.242,124.98,332603
Bruce Katz Band,Crescent Crawl,Just An Expression,1993,TRAVVDF128F92E6FD7,1clRjUOFFLJAH3VxutLYFH,0.407,0.332,8,-18.081,1,0.0377,0.0977,0.652,0.0548,0.405,142.643,209067
André Verchuren,Les Increvable N2,Aubade D'Oiseau,2004,TRAVVYK128F92E7FDE,7vKT9O76Oy1gmuIHlkjdjE,0.746,0.527,7,-9.721,1,0.0653,0.607,0.326,0.294,0.809,103.578,160267
Washboard Sam,Washboard Sam Vol. 3 (1938),The Gal I Love,1993,TRAVVTS128F429F74D,0jtwyzIAhdN8EfdP4DNvby,0.671,0.263,0,-14.209,1,0.0357,0.991,0.00194,0.147,0.761,95.462,165068
Ray Sandoval,A La Naturaleza,Tempestad,1999,TRAVVMO128F422B4CC,0GrmSR5dkDjBn50AMMAJYZ,0.518,0.261,4,-17.586,0,0.0434,0.866,0.914,0.105,0.424,106.949,415947
Daniel Kobialka,World On A String,Singing The Night,2003,TRAVVHD128F4276138,6tJfm0yGTXLEoQRpYWLd8z,0.217,0.28,2,-12.548,1,0.0351,0.713,0.86,0.0875,0.179,101.129,404227
X-Raided,The Unforgiven_ V.1: ...In The Beginning,Whatever It Took,1999,TRAVVEB128F934DD34,7hrSujVfWTiCGHvGyMfa3H,0.645,0.844,6,-4.905,0,0.305,0.00248,0,0.0837,0.836,87.016,214413
Glen Ricks,Fall In Love,Think That Love Was In Your Heart,1992,TRAVWON128F9331A41,7eFO0xPqKLgJoHHQiKs2ib,0.739,0.519,7,-11.619,1,0.0645,0.0287,0.000356,0.044,0.782,81.985,220400
Ruby Isle,Night Shot - The Remixes,So Damn High (Will Eastman Club Edit),2009,TRAVXJJ12903D0F1D8,42dJ7bsswvcWKSxpgnKFmZ,0.771,0.711,2,-6.221,1,0.12,0.036,0.069,0.431,0.957,127.987,278853
Elena,Porelamordedios,Satan Kingsize,2001,TRAVXIG128F4266779,1zmBDRnV5zjxuT6jFjRmn2,0.708,0.519,0,-10.028,1,0.0403,0.417,0.914,0.0776,0.422,116.048,237633
Kirk Franklin with tobyMac & Sonny (of P.O.D.),Hero,Let It Go,2005,TRAVYNN128F425EBBC,7gnxswvCo1AGCj5NDTUCcX,0.613,0.449,2,-9.806,0,0.0793,0.346,0.00000197,0.127,0.352,76.931,299867
Ramses,Dans Ma Radio,Les Rats,2002,TRAVYTB128F4242404,4M5RLpLk9h5DTKEx9ED16u,0.605,0.788,5,-6.92,0,0.039,0.436,0.765,0.117,0.465,95.74,214360
Andy Andy,Tu Me Haces Falta,Vida,2008,TRAVYXA128F425906C,3Uu5vlwdYKglU5RoX9YxA6,0.882,0.633,5,-6.057,0,0.0322,0.656,0,0.0987,0.885,130.002,256160
California Oranges,Imperial Hearts,Travel Writer,2008,TRAVZYU128F92E4ECB,5WHKBgCRRhEOPXZiwXviuY,0.549,0.895,2,-5.396,1,0.043,0.00118,0.0416,0.0909,0.591,128.032,200987
Jimmy Wakely,1942-1952 Jimmy Wakely,Standing Outside of Heaven,2019,TRAVZTI12903CFD2F7,1h90eDakk9Oa23GX2ordqr,0.529,0.144,5,-12.263,1,0.0346,0.971,0,0.786,0.443,93.886,137160
Java,Java Sur Seine,Hawaï,2000,TRAWABF128F92EC63A,2Cum2qzmc8qhz3fz5I09le,0.628,0.394,5,-12.879,1,0.0439,0.639,0.000222,0.157,0.397,92.959,314040
Fiona,Strictly The Best Vol. 40,Since I've Been Loving You,2009,TRAWAWH128F934C8E4,7Fk2uuGasUNgvNN1nqHBzi,0.567,0.643,11,-5.973,1,0.0667,0.0438,0.00000117,0.083,0.687,85.176,297427
Movado,Riddim Driven: Dreaming,Dreaming,2007,TRAWBYJ128F4254E34,3OhgjkZFLs7MfuoQVrOAfc,0.723,0.833,5,-4.705,0,0.387,0.105,0,0.333,0.764,91.217,141000
Sonny Simmons,Staying on the Watch,Metamorphosis,2010,TRAWBFX128F4213891,1h5GWxQF5IHJym7Da2mo8S,0.282,0.51,11,-14.806,0,0.0552,0.664,0.0343,0.0807,0.348,100.084,697987
The Freedom,Nerosubianco Original Soundtrack,We Say No,2010,TRAWBYI128F934BD90,0Zyx3q5r5a2zxUvVaR8DM4,0.445,0.53,2,-6.98,1,0.0329,0.179,0,0.202,0.422,138.442,191333
Angela Dimitriou,14 Megala Tragoudia - Angela Dimitriou,Fotia Sta Savvatovrada (Live),2006,TRAWBPY128F425512E,41OT0ZZ5u5sxIcSuTUqclP,0.638,0.627,4,-7.759,0,0.0372,0.0617,0,0.962,0.459,131.944,177560
Jim Chappell,Laughter At Dawn,Moonlight Boy,1994,TRAWBGU128F93306A8,6sXAnSefFBSQRndmIE9gNd,0.489,0.114,5,-19.466,1,0.0715,0.993,0.929,0.103,0.1,69.634,296133
Misty Roses,Monster Zero,Innsmouth Jewelry,2006,TRAWCTL12903CBD92A,7xdM94hLqRZT4i2xt1uMPH,0.427,0.495,8,-11.427,1,0.0566,0.558,0.000212,0.159,0.204,103.013,290747
Bruce BecVar,River of Gold,Your Heart Can Sing,1999,TRAWCRG128F934F65B,7ogwFUBpOK1BBSuaYiw12g,0.528,0.253,9,-14.187,1,0.0325,0.93,0.0379,0.143,0.214,135.811,257933
Mario Piu,Communication,Communication,2014,TRAWCRK128F427CA9F,608wNyUrCxorcPh4miyKAq,0.662,0.999,4,-6.518,0,0.0982,0.0447,0.812,0.0949,0.521,137.996,160107
Luke Vibert,Warp20 (Recreated),LFO [Original by LFO],2009,TRAWCQH12903CA9CB0,6pApYnff30kRQyUx0Aq2Ug,0.755,0.913,1,-5.821,1,0.0385,0.0101,0.811,0.252,0.0386,98.475,347880
Johnny Osbourne,The Crowning Of Prince Jammy,Mr. Marshall,2013,TRAWCXJ128F426F2B5,4OZMkr1LqMbQvx6wBCadGl,0.81,0.703,1,-8.792,0,0.0398,0.117,0.00952,0.101,0.934,128.418,226560
Despina Vandi,Greatest Hits 2001-2009: Deluxe Edition,Gia,2002,TRAWCIC128F92FE36A,47iKNDwP2q9kCJwwEBInzf,0.754,0.933,10,-6.098,0,0.0415,0.00575,0.498,0.179,0.767,130.032,252827
Rocky Whatule,Comedy Ping-Pong,Retarded Army,2009,TRAWDXZ12903CA6E1D,0euClPHfxlE3l2QYStkHw5,0.385,0.982,1,-7.955,1,0.783,0.717,0,0.876,0.419,79.492,197667
Chris Brown,Graffiti,Famous Girl,2009,TRAWDWZ128F9340E55,5pozpoN044bG8qio3GPUUz,0.793,0.81,5,-4.999,0,0.0673,0.0456,0,0.321,0.832,106.004,219227
Maria Forde,Dark Island,To Your Door,1996,TRAWDZY128F9339D32,7KHIBdaYkyEHW0k18LZKej,0.389,0.501,4,-9.365,1,0.0386,0.634,0,0.356,0.535,187.563,179000
Marco Rima,No Limits,Der Kleine Idiot,2005,TRAWEFQ128F92EF95E,2mqVlEo8S8Vblex9EBMPyC,0.616,0.849,5,-6.209,1,0.885,0.844,0,0.831,0.286,78.974,362987
Bescenta,The Texas Ranger Project,Why,2005,TRAWENG128F93105B0,5GmidC5lD9nWjLPRXjsWto,0.711,0.667,1,-6.391,1,0.249,0.301,0.000821,0.0539,0.576,126.844,231907
Bert Kaempfert And His Orchestra,The World We Knew,Talk,2019,TRAWEYD128F148C93B,5X0JZm8Yf4P7GmBRRdFUel,0.827,0.443,3,-10.139,1,0.0355,0.782,0.951,0.0809,0.917,88.405,131553
Ronnie Drew,The Best Of,Seven Drunken Nights,2007,TRAWEDG128F42A5F1C,0iin490lT8lUt9yjeq4P1b,0.602,0.54,9,-9.056,1,0.0511,0.583,0.00000575,0.137,0.93,117.946,195013
Kokane,Back 2 Tha Clap,Straight Coats,2006,TRAWEUP128F92E72BD,6a4N6I6oYPNU8WymtrN69E,0.916,0.522,5,-8.419,0,0.31,0.339,0.00000149,0.0614,0.896,94.581,208027
The Honeydogs,Everything_ I Bet You,Kandiyohi,2006,TRAWEFD12903CBADE8,46oPU4GI4RbW0KRl19Ri2O,0.593,0.845,11,-6.796,1,0.0295,0.0111,0.0613,0.177,0.884,117.098,221067
Arkona,Vo Slavu Velikim,Skvoz' Tuman Vekov,2008,TRAWFBM12903C9F412,4kZ0UrS6G1RZh8Er15pcIM,0.422,0.978,2,-6.727,0,0.0664,0.0000387,0.219,0.0355,0.137,149.989,310653
Extreme,The Best Of Extreme (An Accidental Collication Of Atoms),Stop The World,1992,TRAWFGF128E0792FE0,4Vghbo90YLD9BudOpMKW0K,0.452,0.724,8,-8.189,1,0.0435,0.0038,0.00112,0.687,0.325,174.594,357933
Théophil,Des vies,Madame Irma,2010,TRAWFKP12903D0066A,2s28FWRXpCEtXMmjIldgXW,0.483,0.536,2,-10.466,1,0.0548,0.482,0,0.109,0.238,109.035,305587
Johnny Pacheco,Early Rythms,Mi Musica Es Para Ti,2017,TRAWFRU128F42382AE,0PfN6gXUizEmypO9ifn9xE,0.688,0.334,0,-13.845,0,0.0485,0.076,0.902,0.0993,0.825,116.217,183360
Cartel,Tha Throwback,Fool,2012,TRAWFYF12903D054FB,2fuEWsEjQZjnAMojhnDRu3,0.549,0.869,1,-2.85,1,0.0328,0.000443,0,0.0915,0.102,127.044,223192
Buffalo Nickel Band,I've Got The World On A String,Palm Springs Jump,1995,TRAWFSY128EF35DC76,2F9iAouZdcrzjKPglliDjY,0.722,0.264,7,-16.894,1,0.108,0.886,0.0211,0.126,0.581,164.096,200267
Bobby Marchan,The First Take Is The Deepest - Previously Unissued Alternate Versions From The Vaults Of Ace MS.,It Hurts Me To My Heart,2014,TRAWGSI128F92D3E8D,4iPU7LuZar2pIT7Vki2sll,0.543,0.207,5,-15.901,0,0.0509,0.677,0,0.0403,0.813,118.183,163800
Lyrics Born,Callin' Out Remix 12,Do That There (Album Instrumental),2004,TRAWHBM128F4214E2B,453ypdTEoSF2qsGsB7yta7,0.79,0.562,1,-9.666,1,0.0897,0.00000394,0.955,0.0783,0.425,104.476,209733
Vusi Mahlasela,Miyela Africa,Miyela Afrika,2000,TRAWHZE128F42AA354,7pq6GAdfhyxIvhodsAIzwa,0.737,0.902,0,-6.1,1,0.0548,0.262,0.0000283,0.243,0.739,116.038,297573
Jim Chappell,Laughter At Dawn,First Kiss,1994,TRAWHKS128F9330619,0SqO8bEGZT0fnmCR9Pga2q,0.446,0.0569,9,-22.904,1,0.0655,0.994,0.924,0.0961,0.182,70.101,241867
Mt. Wilson Repeater,Mt. Wilson Repeater,The Conversation,2008,TRAWIFA128F92CC53E,0eN6eW2ZWGrdEcqTm5O9Eq,0.532,0.373,9,-12.601,0,0.0321,0.0841,0.858,0.0924,0.0952,100.038,299880
Cutting Edge,Alle Tre [2 Cd],Slangen I Paradis,1995,TRAWINQ12903CEC82D,4KOPgVbRJ9D3Q8nufBJemZ,0.528,0.415,5,-10.022,1,0.0404,0.472,0.444,0.0532,0.515,72.554,340349
Tunsi,Inner-Cept,Standin In,2010,TRAWITR12903CBF192,0tZVOBJcMBcP0SF1ADqJFD,0.678,0.562,2,-8.479,1,0.324,0.165,0.0000017,0.107,0.18,89.946,235773
Mocambo Allstars,The Chameleon Funk Sessions,Brampton Boogaloo,2007,TRAWISL128F422B153,5bZyFQc8gatxSFhHGVMaUr,0.696,0.885,0,-9.051,1,0.0552,0.0842,0.698,0.0641,0.963,116.099,233747
Eddy Raven,20 Favorites,Angel Fire,1998,TRAWIRJ128F145C918,6YBJBPOzf0UtOtAAWtNPRu,0.739,0.465,7,-14.276,1,0.0289,0.077,0.00000775,0.171,0.723,119.587,223227
David Summers,En Directo Desde America,Te Necesito,1998,TRAWJSC128F4276AEC,3BAiWcR2Q0aiMAbMGG0lIn,0.56,0.531,7,-10.621,1,0.0291,0.261,0.000562,0.0415,0.456,80.444,255400
Imiskoubria,Ginekologies,Ine Mono Ekloges,2004,TRAWJJD128F425A897,7I5wt7kWS0w2wANikUqb7J,0.619,0.774,8,-7.235,1,0.318,0.0209,0,0.112,0.67,93.251,246480
Sasha,The emFire Collection: Mixed_ Unmixed & Remixed,Who Killed Sparky?,2007,TRAWLLF128F427C487,0hdmQ4vX9BTKMj9qf3Dmlq,0.786,0.851,4,-5.58,0,0.0616,0.169,0.891,0.0842,0.494,125.994,589907
Pinch,Punisher (Remixes),Punisher (Loefah's SE25 Remix),2002,TRAWLNP12903CB425B,0uJwuVcQxKJYDr6Jltdxnk,0.704,0.277,1,-16.75,1,0.0968,0.16,0.35,0.279,0.363,145.998,347120
Guillaume Ledent,Guillaume Ledent & Dîne à Quatre Orchestra,Le type d'en face,2006,TRAWLXR128F931F009,6qlZYqtkln4o3MAL7xzPbu,0.772,0.486,9,-6.225,0,0.0512,0.633,0.0000013,0.0841,0.664,95.026,229920
Nana Caymmi,Retratos,Último Desejo,2004,TRAWLSE128F146B59C,1zK0Qqe1AtJtrDEHYLbC7V,0.628,0.169,11,-13.491,0,0.0335,0.943,0.000296,0.0965,0.461,106.151,298933
Pablo Montero,Donde Estas Corazon,Amor Bonito,1999,TRAWLRK128F930F89B,5IdE7qmWJAH3pH2ANwDuX0,0.498,0.489,10,-7.985,1,0.0359,0.603,0,0.166,0.88,147.129,169827
Pagan Wanderer Lu,Fight My Battle For Me,Ten Cities Is Not A European Tour,2009,TRAWLXR128F931B059,75Gaa5OMIopY5c5nFfoGbj,0.429,0.938,4,-5.351,0,0.113,0.49,0.335,0.25,0.118,176.068,297653
Casual,Truck Driver,Let Me,2015,TRAWLSX128F425B803,1ga9wDYAnxoLYLmG47csWq,0.709,0.785,6,-5.523,0,0.072,0.0389,0,0.141,0.569,89.994,220216
Gloria Lasso,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),Gitana,1998,TRAWMIN12903CA6A8F,2VjwNH143EVHt7Mes1d0gF,0.279,0.172,9,-12.841,1,0.0336,0.989,0.0354,0.114,0.271,97.218,184067
Willie Barcena,Hey! They're Just Jokes!,Military Man,1999,TRAWMDW128F42B0C97,1LPIjUIJh7UVVPGua34Tes,0.475,0.598,5,-16.922,1,0.885,0.86,0.0000155,0.628,0.198,85.965,146600
Jimmy Wakely,Vintage Collections,In The Valley Of The Moon,1996,TRAWMTG12903CDE042,5XaGCXqGXkO1hGibVrh7ah,0.519,0.0584,2,-17.922,0,0.0287,0.986,0.0273,0.146,0.272,97.065,165667
Johnny Nash,The Best Of,Loving You,2017,TRAWNBV128F4279867,4NJg6bYAvSBb88qO668pxI,0.372,0.588,2,-11.917,1,0.187,0.0247,0.00000241,0.106,0.623,169.685,161813
Kenny Wayne Shepherd,The Legends EP: Volume II,"Born In Louisiana [with Clarence ""Gatemouth"" Brown] [Live]",2006,TRAWNCP128F4261F65,09U08wgUg5akPwH7wDM80a,0.445,0.717,7,-6.432,1,0.0321,0.0939,0.0859,0.635,0.767,135.894,386493
Aesop Rock,None Shall Pass - Instrumentals And Accapellas,No City - Instrumental,2009,TRAWOCK128F9300BC3,2NPiRek561JTPAQlCze0wV,0.427,0.424,3,-10.963,1,0.0558,0.00568,0.814,0.284,0.363,147.904,272867
Brasilian Tropical Orchestra,The Best Of Antonio Carlos Jobim,Retrato Em Branco E Preto,2012,TRAWOPS128F429E7F1,1du2VREyrmoTdfnEaVcrnk,0.33,0.157,6,-16.696,0,0.0299,0.664,0.443,0.278,0.108,90.397,190973
Jay Pérez,Tesoros De Colección,Voy A Olvidarme,2002,TRAWOTT128F9335403,7FIF6gCIvXVEGH557QurXf,0.497,0.815,7,-4.499,1,0.0351,0.123,0,0.133,0.627,101.792,224027
Raze,The Plan,Celebration (The Plan Album Version),2000,TRAWOPJ128F14661D4,6qAWnGLLUzF7j5i74oe5hH,0.684,0.95,1,-5.603,1,0.0542,0.000429,0.0506,0.574,0.576,119.877,211147
Charlie Louvin,Hoping That You're Hoping,Love And Wealth,2007,TRAWPKO128F427CD95,7qGMJ9FTLYR1iwdyiScY0e,0.649,0.112,9,-21.399,1,0.0841,0.931,0,0.505,0.549,89.089,150773
Pagan Wanderer Lu,European Monsoon,The Island etc.,2010,TRAWPRX12903CE7B32,4WBNvKT5pHqwFTqtHcgr73,0.667,0.428,0,-10.758,1,0.0551,0.8,0.133,0.0631,0.463,170.01,236013
Aeoliah,Zen Peace,Temple Bells,2013,TRAWPQV128F425290A,0rGaZzwy31dJ8v8YFgAgOG,0.145,0.0587,3,-22.962,1,0.0393,0.982,0.97,0.0763,0.0385,67.028,269296
Fabri Fibra,Hip Hop Street Party_ Vol. 4,Io non ti invidio,2015,TRAWPHN12903CBFDAF,3iMf4zP1e0K07vXdnOWeGV,0.517,0.916,10,-5.864,0,0.547,0.319,0,0.924,0.432,91.425,115250
Vanessa Daou,Joe Sent Me,Black & White,2008,TRAWQYC128F931A8BE,5l5NKwE1Fazx39hBgU4hOf,0.68,0.529,9,-11.202,0,0.0378,0.33,0.000062,0.0828,0.246,113.976,255173
Perfection,Perfection,Yesss Lord...,2008,TRAWRLA128F93061F0,5yUuiO7TxCUH7NRWineLY1,0.655,0.823,7,-5.84,1,0.153,0.0385,0,0.353,0.514,127.646,251960
Carl Davis,DAVIS_ C.: Cranford (Davis),Cranford: Holbrook,2010,TRAWRNT12903CF91CC,7qjLt3zl6Jm3yBMioaE2Ot,0.171,0.12,3,-18.352,1,0.0429,0.987,0.928,0.134,0.1,154.386,157760
Dennis Brown,Music History - Reggae,The drifter,2007,TRAWRPR12903CA9C97,2PwJ5oBwnHgvqCSr0R80z1,0.848,0.559,7,-10.46,1,0.0911,0.0371,0.000218,0.278,0.814,137.02,225000
Kaizers Orchestra,Live At Vega,Ompa Til Du Dör,2001,TRAWRKQ128F429866C,0ihdxk0noict7M5bMdFt7A,0.438,0.527,6,-5.714,0,0.0305,0.029,0,0.0538,0.74,102.795,304431
Carroll Thompson,Carroll Thompson,Change,2011,TRAWSCW12903CD6C7E,5pmbXkyyvlKAQpzz1GtJqP,0.73,0.459,4,-12.97,0,0.313,0.214,0.000988,0.227,0.594,126.791,190329
Mick Moloney,Irish Folk Favourites,Medley,1991,TRAWSIV128F92FA32B,7jOpLNcEzwwlzE1LMLPQu5,0.374,0.7,2,-11.511,1,0.0394,0.938,0.963,0.172,0.98,116.077,204973
Mons Leidvin Takle,Tro_ Håp & Kjærlighet,Du Er Venta I Himlen,2005,TRAWSHK12903CA63E9,5lZNFfOBqDjSxHSjy0Yfmt,0.62,0.32,7,-9.606,0,0.0286,0.922,0.00000241,0.126,0.26,113.263,159582
Toby Love Feat. Girlz Talk,Toby Love,Yo Quiero Saber,2006,TRAWTEE128F92EAA84,191QGjGg9nEJyPysYm76eQ,0.744,0.712,0,-5.858,0,0.0388,0.411,0,0.59,0.75,127.971,230880
YZ,Muad'Dib,More than War,2009,TRAWTHB12903CB6497,6XTgQ9AGTknsOi5MmmA0k7,0.482,0.548,1,-11.232,0,0.341,0.276,0,0.107,0.588,87.275,248000
Piero Umiliani,The Man and the City,Centrali termiche,2013,TRAWTPM128F932C531,2Wl5o4Jdl5r4w5hZJ3y2AZ,0.574,0.905,4,-12.979,1,0.033,0.035,0.721,0.177,0.69,108.395,144614
Ghetto Mafia,Spice 1 Presents... Thug Disease,Chicken Fed,2004,TRAWTKN128F9334CA4,7eVKwTefPTM2DBBlBDA2rO,0.567,0.763,0,-8.094,0,0.408,0.0423,0,0.054,0.644,82.811,303840
Adam Richmond,Rock 'em Dead,Pic & Run,2009,TRAWTRR12903CFF893,5pLsghGScWDpC32ttrRRKV,0.67,0.802,9,-13.598,1,0.943,0.613,0,0.953,0.317,104.46,36133
Arika Kane,Arika Kane,Never Really Knew U,2011,TRAWUKH12903CD926E,5f8Nxo2jZWI1IG2dXVb5FK,0.651,0.741,5,-4.76,0,0.0382,0.0172,0.00000175,0.0487,0.69,119.953,237147
